,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
224,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
225,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,7220,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
226,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
227,Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Ribeiro Sanches,4104,,Escola Superior de Saúde Ribeiro Sanches - ,4104,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
228,Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Almada,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
229,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Paredes,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
230,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico da Lusofonia,3095,Escola Superior de Saúde Ribeiro Sanches,Instituto Politécnico da Lusofonia - Escola Superior de Saúde Ribeiro Sanches,3095,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Seia,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
231,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Bragança,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
232,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Saúde Dr. Lopes Dias,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,7020,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Castelo Branco,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
233,Tecnologias de Diagnóstico e Terapêutica,725,Universidade do Algarve,200,Escola Superior de Saúde,Universidade do Algarve - Escola Superior de Saúde,3087,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Portimão,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
234,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Ciências Biomédicas Laboratoriais,,Not sure,Not sure,,No,,,Coimbra,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
235,Medicina,721,Universidade Nova de Lisboa,900,Instituto de Higiene e Medicina Tropical,Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical,905,Ciências Biomédicas Tropicais,,No,Not sure,,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
252,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
253,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
254,Biologia e Bioquímica,421,Universidade de Coimbra,500,Faculdade de Farmácia,Universidade de Coimbra - Faculdade de Farmácia,504,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Coimbra,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
255,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
256,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Medicina Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,6600,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
257,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
258,Biologia e Bioquímica,421,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Aveiro,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
259,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Medicina Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,6600,Ciências e Tecnologias da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
260,Biologia e Bioquímica,421,Universidade de Lisboa,700,Faculdade de Medicina Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,6600,Ciências e Tecnologias da Saúde Oral,,No,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
262,Medicina,721,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Ciências Médicas,,Not sure,Not sure,,No,,,Porto,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
263,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Médicas,,Not sure,Not sure,,No,,,Porto,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
264,Medicina,721,Universidade de Coimbra,500,Faculdade de Medicina,Universidade de Coimbra - Faculdade de Medicina,506,Ciências Médicas,,Not sure,Not sure,,No,,,Coimbra,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
265,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Médicas,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
266,Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Ciências Nucleares Aplicadas na Saúde,,Not sure,Not sure,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
267,Enfermagem,723,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa,4089,,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa - ,4089,Enfermagem,,Not sure,Not sure,,No,,,Oliveira De Azeméis,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
268,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior de Biotecnologia,Universidade Católica Portuguesa - Escola Superior de Biotecnologia,2210,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
269,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior de Biotecnologia,Universidade Católica Portuguesa - Escola Superior de Biotecnologia,2210,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
270,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior de Biotecnologia,Universidade Católica Portuguesa - Escola Superior de Biotecnologia,2210,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Mestrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
271,Enfermagem,723,Universidade de Lisboa,700,,Universidade de Lisboa - ,700,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
272,Enfermagem,723,Universidade de Lisboa,700,,Universidade de Lisboa - ,700,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
273,Enfermagem,723,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
274,Enfermagem,723,Universidade da Madeira,1300,Centro de Tecnologias da Saúde,Universidade da Madeira - Centro de Tecnologias da Saúde,1300,Enfermagem,,Not sure,Not sure,,No,,,Funchal,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
275,Enfermagem,723,Universidade da Madeira,1300,Escola Superior de Saúde,Universidade da Madeira - Escola Superior de Saúde,7095,Enfermagem,,Not sure,Not sure,,No,,,Funchal,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
276,Enfermagem,723,Universidade de Lisboa,700,,Universidade de Lisboa - ,700,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
277,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Lisboa),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Lisboa),2215,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
278,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Lisboa),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Lisboa),2215,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
279,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Lisboa),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Lisboa),2215,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
280,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
281,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
282,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
283,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Viseu),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Viseu),2217,Enfermagem,,Not sure,Not sure,,No,,,Viseu,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
284,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Lisboa),Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa),2266,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
285,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Lisboa),Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa),2266,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
286,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Porto),Universidade Católica Portuguesa - Escola de Enfermagem (Porto),2266,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
287,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Porto),Universidade Católica Portuguesa - Escola de Enfermagem (Porto),2266,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
288,Enfermagem,723,Universidade Católica Portuguesa,2200,Faculdade de Ciências Sociais,Universidade Católica Portuguesa - Faculdade de Ciências Sociais,2221,Enfermagem,,Not sure,Not sure,,No,,,Braga,,Licenciatura terminal,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
289,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde,Universidade Católica Portuguesa - Instituto de Ciências da Saúde,2296,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
290,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde,Universidade Católica Portuguesa - Instituto de Ciências da Saúde,2296,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
291,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde,Universidade Católica Portuguesa - Instituto de Ciências da Saúde,2296,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
292,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde,Universidade Católica Portuguesa - Instituto de Ciências da Saúde,2296,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
293,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde,Universidade Católica Portuguesa - Instituto de Ciências da Saúde,2296,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Mestrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
294,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde (Porto),Universidade Católica Portuguesa - Instituto de Ciências da Saúde (Porto),2298,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Mestrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
295,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde (Porto),Universidade Católica Portuguesa - Instituto de Ciências da Saúde (Porto),2298,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
296,Enfermagem,723,Universidade Católica Portuguesa,2200,Instituto de Ciências da Saúde (Porto),Universidade Católica Portuguesa - Instituto de Ciências da Saúde (Porto),2298,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
297,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem,,Not sure,Not sure,,No,,,Oeiras,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
298,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem,,Not sure,Not sure,,No,,,Oeiras,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
299,Enfermagem,723,Universidade Fernando Pessoa,2750,Escola Superior de Saúde,Universidade Fernando Pessoa - Escola Superior de Saúde,2750,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
300,Enfermagem,723,Universidade Fernando Pessoa,2750,Escola Superior de Saúde,Universidade Fernando Pessoa - Escola Superior de Saúde,2750,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
301,Enfermagem,723,Universidade Fernando Pessoa,2750,Escola Superior de Saúde,Universidade Fernando Pessoa - Escola Superior de Saúde,2750,Enfermagem,,Not sure,Not sure,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
302,Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,2750,ensino politécnico),Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico),2753,Enfermagem,,Not sure,Not sure,,No,,,Ponte De Lima,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
303,Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,2750,ensino politécnico),Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico),2753,Enfermagem,,Not sure,Not sure,,No,,,Ponte De Lima,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
304,Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,2750,ensino politécnico),Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico),2753,Enfermagem,,Not sure,Not sure,,No,,,Ponte De Lima,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
305,Enfermagem,723,Universidade de Aveiro,300,Escola Superior de Saúde de Aveiro,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,3013,Enfermagem,,Not sure,Not sure,,No,,,Aveiro,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
306,Enfermagem,723,Universidade de Aveiro,300,Escola Superior de Saúde de Aveiro,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,3013,Enfermagem,,Not sure,Not sure,,No,,,Aveiro,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
307,Enfermagem,723,Instituto Politécnico de Setúbal,3150,Escola Superior de Saúde,Instituto Politécnico de Setúbal - Escola Superior de Saúde,3151,Enfermagem,,Not sure,Not sure,,No,,,Setúbal,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
308,Enfermagem,723,Instituto Politécnico de Setúbal,3150,Escola Superior de Saúde,Instituto Politécnico de Setúbal - Escola Superior de Saúde,3151,Enfermagem,,Not sure,Not sure,,No,,,Setúbal,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
309,Enfermagem,723,Instituto Politécnico de Setúbal,3150,Escola Superior de Saúde,Instituto Politécnico de Setúbal - Escola Superior de Saúde,3151,Enfermagem,,Not sure,Not sure,,No,,,Setúbal,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
310,Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,4099,,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa - ,4099,Enfermagem,,Not sure,Not sure,,No,,,Macedo De Cavaleiros,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
311,Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,4099,,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa - ,4099,Enfermagem,,Not sure,Not sure,,No,,,Macedo De Cavaleiros,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
312,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
313,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
314,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
315,Enfermagem,723,Escola Superior de Enfermagem da Imaculada Conceição,4089,,Escola Superior de Enfermagem da Imaculada Conceição - ,4089,Enfermagem,,Not sure,Not sure,,No,,,Oliveira De Azeméis,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
316,Enfermagem,723,Escola Superior de Enfermagem da Imaculada Conceição,4089,,Escola Superior de Enfermagem da Imaculada Conceição - ,4089,Enfermagem,,Not sure,Not sure,,No,,,Oliveira De Azeméis,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
317,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem,,Not sure,Not sure,,No,,,Chaves,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
318,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem,,Not sure,Not sure,,No,,,Chaves,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
319,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem,,Not sure,Not sure,,No,,,Chaves,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
